content_id,title,genre,content_type,release_year,duration_mins,production_cost_bucket,language
CNT-00666,Kids Documentary 666,Kids,Documentary,2019,73,Medium ($1M-$10M),English
CNT-00667,Romance Series 667,Romance,Series,2013,23,Medium ($1M-$10M),English
CNT-00668,Sci-Fi Movie 668,Sci-Fi,Movie,2016,83,Blockbuster (>$50M),English
CNT-00669,Thriller Movie 669,Thriller,Movie,2011,149,Medium ($1M-$10M),German
CNT-00670,Comedy Series 670,Comedy,Series,2023,45,High ($10M-$50M),Spanish
CNT-00671,Sports Live 671,Sports,Live,2016,133,High ($10M-$50M),Spanish
CNT-00672,Sci-Fi Series 672,Sci-Fi,Series,2018,40,High ($10M-$50M),English
CNT-00673,Sci-Fi Documentary 673,Sci-Fi,Documentary,2019,84,High ($10M-$50M),Japanese
CNT-00674,Documentary Documentary 674,Documentary,Documentary,2019,65,Medium ($1M-$10M),English
CNT-00675,Documentary Series 675,Documentary,Series,2025,29,Medium ($1M-$10M),English
CNT-00676,Sci-Fi Live 676,Sci-Fi,Live,2018,127,Low (<$1M),German
CNT-00677,Sports Movie 677,Sports,Movie,2019,168,Low (<$1M),English
CNT-00678,Documentary Live 678,Documentary,Live,2017,106,Medium ($1M-$10M),English
CNT-00679,Action Movie 679,Action,Movie,2012,173,Medium ($1M-$10M),English
CNT-00680,Thriller Movie 680,Thriller,Movie,2022,122,Medium ($1M-$10M),English
CNT-00681,Documentary Documentary 681,Documentary,Documentary,2015,75,High ($10M-$50M),Japanese
CNT-00682,Thriller Series 682,Thriller,Series,2021,37,Low (<$1M),Japanese
CNT-00683,Romance Live 683,Romance,Live,2014,40,Low (<$1M),English
CNT-00684,Thriller Documentary 684,Thriller,Documentary,2012,69,Medium ($1M-$10M),German
CNT-00685,Romance Movie 685,Romance,Movie,2023,112,Medium ($1M-$10M),German
CNT-00686,Comedy Live 686,Comedy,Live,2016,108,Low (<$1M),English
CNT-00687,Action Movie 687,Action,Movie,2014,111,Low (<$1M),German
CNT-00688,Action Documentary 688,Action,Documentary,2022,54,Medium ($1M-$10M),English
CNT-00689,Documentary Series 689,Documentary,Series,2014,22,Medium ($1M-$10M),English
CNT-00690,Drama Live 690,Drama,Live,2022,106,Medium ($1M-$10M),English
CNT-00691,News Series 691,News,Series,2014,46,Medium ($1M-$10M),Spanish
CNT-00692,Documentary Series 692,Documentary,Series,2019,35,Medium ($1M-$10M),English
CNT-00693,Action Series 693,Action,Series,2025,35,High ($10M-$50M),English
CNT-00694,Action Series 694,Action,Series,2020,38,Medium ($1M-$10M),Spanish
CNT-00695,Drama Series 695,Drama,Series,2018,46,Low (<$1M),English
CNT-00696,Documentary Series 696,Documentary,Series,2016,50,Medium ($1M-$10M),English
CNT-00697,Comedy Series 697,Comedy,Series,2016,35,Medium ($1M-$10M),English
CNT-00698,Action Series 698,Action,Series,2025,27,Medium ($1M-$10M),French
CNT-00699,Comedy Series 699,Comedy,Series,2012,42,Low (<$1M),English
CNT-00700,Drama Documentary 700,Drama,Documentary,2016,75,Low (<$1M),Spanish
CNT-00701,Sports Series 701,Sports,Series,2018,35,High ($10M-$50M),English
CNT-00702,Thriller Documentary 702,Thriller,Documentary,2023,44,Blockbuster (>$50M),English
CNT-00703,Sports Series 703,Sports,Series,2021,43,Blockbuster (>$50M),French
CNT-00704,News Series 704,News,Series,2012,51,Low (<$1M),English
CNT-00705,Sci-Fi Series 705,Sci-Fi,Series,2011,45,High ($10M-$50M),Japanese
CNT-00706,Drama Series 706,Drama,Series,2023,44,Medium ($1M-$10M),English
CNT-00707,Documentary Series 707,Documentary,Series,2012,33,Medium ($1M-$10M),English
CNT-00708,Drama Series 708,Drama,Series,2013,37,High ($10M-$50M),English
CNT-00709,Action Series 709,Action,Series,2013,27,High ($10M-$50M),English
CNT-00710,News Series 710,News,Series,2019,48,Medium ($1M-$10M),English
CNT-00711,Action Series 711,Action,Series,2014,29,Medium ($1M-$10M),English
CNT-00712,Romance Movie 712,Romance,Movie,2013,162,Medium ($1M-$10M),English
CNT-00713,Drama Movie 713,Drama,Movie,2023,101,Low (<$1M),English
CNT-00714,Sports Documentary 714,Sports,Documentary,2021,82,Low (<$1M),French
CNT-00715,Comedy Movie 715,Comedy,Movie,2010,175,Medium ($1M-$10M),English
CNT-00716,Drama Movie 716,Drama,Movie,2015,174,Low (<$1M),English
CNT-00717,Comedy Movie 717,Comedy,Movie,2020,123,Low (<$1M),English
CNT-00718,Thriller Movie 718,Thriller,Movie,2013,143,Low (<$1M),English
CNT-00719,Thriller Movie 719,Thriller,Movie,2019,145,Medium ($1M-$10M),English
CNT-00720,Kids Movie 720,Kids,Movie,2013,123,Medium ($1M-$10M),Spanish
CNT-00721,Sports Series 721,Sports,Series,2021,55,Medium ($1M-$10M),English
CNT-00722,Action Movie 722,Action,Movie,2017,165,Medium ($1M-$10M),English
CNT-00723,Documentary Live 723,Documentary,Live,2016,73,Medium ($1M-$10M),English
CNT-00724,Documentary Movie 724,Documentary,Movie,2012,121,Medium ($1M-$10M),English
CNT-00725,Comedy Movie 725,Comedy,Movie,2016,173,Medium ($1M-$10M),English
CNT-00726,News Movie 726,News,Movie,2021,112,Low (<$1M),English
CNT-00727,Kids Live 727,Kids,Live,2014,139,High ($10M-$50M),German
CNT-00728,Thriller Documentary 728,Thriller,Documentary,2018,61,Medium ($1M-$10M),French
CNT-00729,Sports Series 729,Sports,Series,2020,24,High ($10M-$50M),English
CNT-00730,Drama Series 730,Drama,Series,2022,38,Low (<$1M),Spanish
CNT-00731,News Movie 731,News,Movie,2015,106,Medium ($1M-$10M),German
CNT-00732,Documentary Series 732,Documentary,Series,2018,26,Medium ($1M-$10M),Japanese
CNT-00733,Comedy Documentary 733,Comedy,Documentary,2011,56,High ($10M-$50M),Spanish
CNT-00734,Drama Movie 734,Drama,Movie,2019,125,Low (<$1M),Japanese
CNT-00735,Sci-Fi Documentary 735,Sci-Fi,Documentary,2024,78,Medium ($1M-$10M),French
CNT-00736,Comedy Movie 736,Comedy,Movie,2010,89,Medium ($1M-$10M),French
CNT-00737,Action Series 737,Action,Series,2012,25,Low (<$1M),German
CNT-00738,Drama Series 738,Drama,Series,2024,51,Medium ($1M-$10M),French
CNT-00739,Romance Movie 739,Romance,Movie,2021,97,High ($10M-$50M),English
CNT-00740,Sci-Fi Movie 740,Sci-Fi,Movie,2019,101,Medium ($1M-$10M),German
CNT-00741,Kids Series 741,Kids,Series,2017,30,Medium ($1M-$10M),Spanish
CNT-00742,News Series 742,News,Series,2021,21,Blockbuster (>$50M),English
CNT-00743,Romance Live 743,Romance,Live,2019,130,High ($10M-$50M),English
CNT-00744,News Documentary 744,News,Documentary,2015,93,Medium ($1M-$10M),Spanish
CNT-00745,News Series 745,News,Series,2016,51,Low (<$1M),English
CNT-00746,Thriller Live 746,Thriller,Live,2024,92,High ($10M-$50M),French
CNT-00747,Comedy Series 747,Comedy,Series,2015,38,Medium ($1M-$10M),Korean
CNT-00748,Action Live 748,Action,Live,2016,106,Medium ($1M-$10M),English
CNT-00749,News Movie 749,News,Movie,2010,127,High ($10M-$50M),English
CNT-00750,Action Movie 750,Action,Movie,2018,129,Medium ($1M-$10M),English
CNT-00751,Action Documentary 751,Action,Documentary,2010,40,Medium ($1M-$10M),English
CNT-00752,Action Movie 752,Action,Movie,2023,133,Medium ($1M-$10M),French
CNT-00753,Sci-Fi Series 753,Sci-Fi,Series,2016,20,Medium ($1M-$10M),Spanish
CNT-00754,News Documentary 754,News,Documentary,2014,54,High ($10M-$50M),French
CNT-00755,News Series 755,News,Series,2020,55,High ($10M-$50M),English
CNT-00756,Sports Series 756,Sports,Series,2024,37,High ($10M-$50M),English
CNT-00757,Comedy Series 757,Comedy,Series,2013,22,High ($10M-$50M),French
CNT-00758,Action Movie 758,Action,Movie,2018,180,Low (<$1M),Korean
CNT-00759,Sports Movie 759,Sports,Movie,2011,90,Low (<$1M),French
CNT-00760,Sports Live 760,Sports,Live,2013,57,Low (<$1M),English
CNT-00761,Sci-Fi Series 761,Sci-Fi,Series,2011,45,Low (<$1M),French
CNT-00762,Kids Series 762,Kids,Series,2011,32,Blockbuster (>$50M),German
CNT-00763,Drama Movie 763,Drama,Movie,2017,81,Low (<$1M),Korean
CNT-00764,Comedy Movie 764,Comedy,Movie,2018,177,Low (<$1M),Spanish
CNT-00765,Kids Live 765,Kids,Live,2021,118,Low (<$1M),English
CNT-00766,Action Series 766,Action,Series,2022,42,High ($10M-$50M),English
CNT-00767,News Movie 767,News,Movie,2017,152,Low (<$1M),English
CNT-00768,Sports Series 768,Sports,Series,2012,30,Low (<$1M),English
CNT-00769,Romance Movie 769,Romance,Movie,2018,87,Blockbuster (>$50M),English
CNT-00770,Kids Documentary 770,Kids,Documentary,2014,64,High ($10M-$50M),German
CNT-00771,Drama Live 771,Drama,Live,2018,81,High ($10M-$50M),Spanish
CNT-00772,Sci-Fi Live 772,Sci-Fi,Live,2023,114,Low (<$1M),English
CNT-00773,Thriller Movie 773,Thriller,Movie,2019,166,Low (<$1M),English
CNT-00774,Sci-Fi Movie 774,Sci-Fi,Movie,2024,84,Low (<$1M),Spanish
CNT-00775,News Series 775,News,Series,2013,55,Low (<$1M),English
CNT-00776,Action Live 776,Action,Live,2016,79,Medium ($1M-$10M),French
CNT-00777,Documentary Series 777,Documentary,Series,2014,44,Blockbuster (>$50M),English
CNT-00778,Sci-Fi Movie 778,Sci-Fi,Movie,2018,119,Medium ($1M-$10M),Spanish
CNT-00779,Action Live 779,Action,Live,2013,92,High ($10M-$50M),English
CNT-00780,Documentary Documentary 780,Documentary,Documentary,2022,85,High ($10M-$50M),English
CNT-00781,Thriller Series 781,Thriller,Series,2020,39,Low (<$1M),French
CNT-00782,Action Live 782,Action,Live,2023,75,Blockbuster (>$50M),English
CNT-00783,Drama Series 783,Drama,Series,2010,22,Low (<$1M),English
CNT-00784,Sports Series 784,Sports,Series,2022,40,Low (<$1M),English
CNT-00785,Action Series 785,Action,Series,2015,28,High ($10M-$50M),Korean
CNT-00786,Thriller Live 786,Thriller,Live,2012,97,Low (<$1M),German
CNT-00787,Kids Series 787,Kids,Series,2023,52,Medium ($1M-$10M),English
CNT-00788,Thriller Movie 788,Thriller,Movie,2018,156,High ($10M-$50M),Spanish
CNT-00789,Drama Series 789,Drama,Series,2017,37,Medium ($1M-$10M),English
CNT-00790,Comedy Series 790,Comedy,Series,2012,23,Medium ($1M-$10M),English
CNT-00791,Sci-Fi Documentary 791,Sci-Fi,Documentary,2013,50,Medium ($1M-$10M),English
CNT-00792,Action Series 792,Action,Series,2023,23,Blockbuster (>$50M),English
CNT-00793,Sports Series 793,Sports,Series,2018,45,High ($10M-$50M),English
CNT-00794,Documentary Series 794,Documentary,Series,2017,39,Low (<$1M),Japanese
CNT-00795,Sports Live 795,Sports,Live,2022,124,Low (<$1M),English
CNT-00796,Sci-Fi Series 796,Sci-Fi,Series,2024,39,Medium ($1M-$10M),Korean
CNT-00797,Kids Movie 797,Kids,Movie,2021,117,Low (<$1M),English
CNT-00798,Sci-Fi Movie 798,Sci-Fi,Movie,2010,109,Medium ($1M-$10M),English
CNT-00799,News Movie 799,News,Movie,2015,141,Medium ($1M-$10M),English
CNT-00800,News Movie 800,News,Movie,2010,108,Medium ($1M-$10M),Spanish
CNT-00801,Comedy Series 801,Comedy,Series,2010,33,High ($10M-$50M),English
CNT-00802,News Movie 802,News,Movie,2010,126,Medium ($1M-$10M),Korean
CNT-00803,News Series 803,News,Series,2020,23,Medium ($1M-$10M),French
CNT-00804,Drama Live 804,Drama,Live,2025,98,High ($10M-$50M),German
CNT-00805,Documentary Movie 805,Documentary,Movie,2020,113,Low (<$1M),Japanese
CNT-00806,News Series 806,News,Series,2015,32,Blockbuster (>$50M),English
CNT-00807,News Series 807,News,Series,2025,25,Low (<$1M),Spanish
CNT-00808,Thriller Series 808,Thriller,Series,2010,22,Medium ($1M-$10M),German
CNT-00809,Sports Live 809,Sports,Live,2016,58,Medium ($1M-$10M),French
CNT-00810,Thriller Movie 810,Thriller,Movie,2023,120,Low (<$1M),Japanese
CNT-00811,Sci-Fi Series 811,Sci-Fi,Series,2025,30,High ($10M-$50M),Spanish
CNT-00812,News Movie 812,News,Movie,2015,81,Medium ($1M-$10M),English
CNT-00813,Action Movie 813,Action,Movie,2020,157,Medium ($1M-$10M),English
CNT-00814,Kids Series 814,Kids,Series,2016,48,Low (<$1M),Japanese
CNT-00815,Sci-Fi Series 815,Sci-Fi,Series,2023,41,Low (<$1M),English
CNT-00816,Sports Series 816,Sports,Series,2014,51,High ($10M-$50M),English
CNT-00817,News Live 817,News,Live,2024,80,High ($10M-$50M),French
CNT-00818,Sports Series 818,Sports,Series,2013,50,Medium ($1M-$10M),Japanese
CNT-00819,Romance Series 819,Romance,Series,2018,43,Low (<$1M),German
CNT-00820,News Series 820,News,Series,2010,53,Low (<$1M),Spanish
CNT-00821,Comedy Movie 821,Comedy,Movie,2021,115,Low (<$1M),German
CNT-00822,Thriller Movie 822,Thriller,Movie,2020,128,Low (<$1M),German
CNT-00823,Comedy Live 823,Comedy,Live,2018,120,Low (<$1M),German
CNT-00824,Sci-Fi Movie 824,Sci-Fi,Movie,2014,80,High ($10M-$50M),English
CNT-00825,Thriller Movie 825,Thriller,Movie,2020,156,Medium ($1M-$10M),English
CNT-00826,News Movie 826,News,Movie,2015,151,High ($10M-$50M),English
CNT-00827,Thriller Series 827,Thriller,Series,2019,22,High ($10M-$50M),Japanese
CNT-00828,Action Documentary 828,Action,Documentary,2020,77,High ($10M-$50M),English
CNT-00829,Action Documentary 829,Action,Documentary,2023,76,Medium ($1M-$10M),German
CNT-00830,Documentary Movie 830,Documentary,Movie,2025,93,Medium ($1M-$10M),English
CNT-00831,Action Series 831,Action,Series,2015,34,Blockbuster (>$50M),German
CNT-00832,Thriller Movie 832,Thriller,Movie,2023,174,Low (<$1M),English
CNT-00833,Comedy Movie 833,Comedy,Movie,2011,167,Medium ($1M-$10M),English
CNT-00834,Romance Movie 834,Romance,Movie,2018,128,Medium ($1M-$10M),English
CNT-00835,Romance Series 835,Romance,Series,2024,53,Low (<$1M),French
CNT-00836,Sports Movie 836,Sports,Movie,2013,128,Low (<$1M),English
CNT-00837,Romance Movie 837,Romance,Movie,2021,112,Low (<$1M),English
CNT-00838,Romance Movie 838,Romance,Movie,2013,178,Low (<$1M),English
CNT-00839,Kids Movie 839,Kids,Movie,2019,83,Blockbuster (>$50M),English
CNT-00840,Thriller Series 840,Thriller,Series,2023,27,High ($10M-$50M),English
CNT-00841,Sci-Fi Documentary 841,Sci-Fi,Documentary,2011,88,Medium ($1M-$10M),English
CNT-00842,Comedy Documentary 842,Comedy,Documentary,2017,62,Low (<$1M),French
CNT-00843,Romance Series 843,Romance,Series,2016,49,Low (<$1M),English
CNT-00844,Sports Movie 844,Sports,Movie,2014,166,High ($10M-$50M),English
CNT-00845,Kids Movie 845,Kids,Movie,2022,93,Blockbuster (>$50M),English
CNT-00846,Sports Series 846,Sports,Series,2025,47,Medium ($1M-$10M),English
CNT-00847,Kids Series 847,Kids,Series,2010,50,Low (<$1M),German
CNT-00848,Kids Series 848,Kids,Series,2020,33,Medium ($1M-$10M),English
CNT-00849,Sports Documentary 849,Sports,Documentary,2025,83,Medium ($1M-$10M),English
CNT-00850,Kids Movie 850,Kids,Movie,2011,162,Medium ($1M-$10M),English
CNT-00851,Documentary Documentary 851,Documentary,Documentary,2017,74,Low (<$1M),English
CNT-00852,News Series 852,News,Series,2012,32,Medium ($1M-$10M),English
CNT-00853,Thriller Movie 853,Thriller,Movie,2022,141,High ($10M-$50M),English
CNT-00854,Drama Series 854,Drama,Series,2015,25,Blockbuster (>$50M),English
CNT-00855,Sports Live 855,Sports,Live,2022,140,Low (<$1M),English
CNT-00856,Romance Movie 856,Romance,Movie,2013,81,High ($10M-$50M),English
CNT-00857,Documentary Series 857,Documentary,Series,2019,21,High ($10M-$50M),English
CNT-00858,Romance Series 858,Romance,Series,2015,21,Medium ($1M-$10M),Spanish
CNT-00859,Kids Documentary 859,Kids,Documentary,2016,63,Blockbuster (>$50M),English
CNT-00860,Action Documentary 860,Action,Documentary,2018,86,Medium ($1M-$10M),English
CNT-00861,Action Movie 861,Action,Movie,2018,137,High ($10M-$50M),English
CNT-00862,Sci-Fi Series 862,Sci-Fi,Series,2010,54,Low (<$1M),English
CNT-00863,Sci-Fi Series 863,Sci-Fi,Series,2018,29,Blockbuster (>$50M),Spanish
CNT-00864,Drama Documentary 864,Drama,Documentary,2023,93,Medium ($1M-$10M),Japanese
CNT-00865,Comedy Series 865,Comedy,Series,2023,44,Low (<$1M),Spanish
CNT-00866,Action Movie 866,Action,Movie,2013,180,Medium ($1M-$10M),Korean
CNT-00867,News Movie 867,News,Movie,2016,124,Medium ($1M-$10M),Japanese
CNT-00868,Action Series 868,Action,Series,2019,46,Medium ($1M-$10M),French
CNT-00869,Documentary Series 869,Documentary,Series,2016,44,Medium ($1M-$10M),English
CNT-00870,Thriller Series 870,Thriller,Series,2018,55,Medium ($1M-$10M),German
CNT-00871,Kids Series 871,Kids,Series,2025,43,Medium ($1M-$10M),English
CNT-00872,Kids Live 872,Kids,Live,2024,124,Medium ($1M-$10M),English
CNT-00873,Romance Movie 873,Romance,Movie,2020,154,Low (<$1M),English
CNT-00874,Sports Movie 874,Sports,Movie,2024,81,Medium ($1M-$10M),English
CNT-00875,Documentary Movie 875,Documentary,Movie,2019,119,High ($10M-$50M),English
CNT-00876,Comedy Movie 876,Comedy,Movie,2021,117,High ($10M-$50M),English
CNT-00877,Comedy Series 877,Comedy,Series,2020,54,Low (<$1M),English
CNT-00878,Romance Documentary 878,Romance,Documentary,2014,55,High ($10M-$50M),German
CNT-00879,News Movie 879,News,Movie,2013,109,Medium ($1M-$10M),English
CNT-00880,Kids Series 880,Kids,Series,2019,28,Medium ($1M-$10M),French
CNT-00881,News Series 881,News,Series,2024,44,Low (<$1M),French
CNT-00882,Drama Series 882,Drama,Series,2023,45,High ($10M-$50M),English
CNT-00883,Sports Documentary 883,Sports,Documentary,2015,62,Low (<$1M),English
CNT-00884,Documentary Series 884,Documentary,Series,2017,27,Low (<$1M),English
CNT-00885,Sci-Fi Series 885,Sci-Fi,Series,2020,48,Low (<$1M),Korean
CNT-00886,Documentary Series 886,Documentary,Series,2024,32,Low (<$1M),German
CNT-00887,Sci-Fi Series 887,Sci-Fi,Series,2010,24,Blockbuster (>$50M),English
CNT-00888,Drama Live 888,Drama,Live,2020,44,Blockbuster (>$50M),English
CNT-00889,Sci-Fi Documentary 889,Sci-Fi,Documentary,2020,55,Medium ($1M-$10M),English
CNT-00890,Kids Series 890,Kids,Series,2014,33,High ($10M-$50M),French
CNT-00891,Documentary Series 891,Documentary,Series,2020,29,Medium ($1M-$10M),German
CNT-00892,Comedy Movie 892,Comedy,Movie,2023,120,Low (<$1M),French
CNT-00893,Thriller Live 893,Thriller,Live,2010,94,High ($10M-$50M),German
CNT-00894,News Movie 894,News,Movie,2021,108,Low (<$1M),Spanish
CNT-00895,Thriller Live 895,Thriller,Live,2018,58,Medium ($1M-$10M),German
CNT-00896,Documentary Movie 896,Documentary,Movie,2017,86,Low (<$1M),English
CNT-00897,Action Movie 897,Action,Movie,2019,117,Medium ($1M-$10M),French
CNT-00898,Action Movie 898,Action,Movie,2023,149,Medium ($1M-$10M),English
CNT-00899,News Live 899,News,Live,2014,55,Blockbuster (>$50M),English
CNT-00900,Thriller Movie 900,Thriller,Movie,2014,104,Medium ($1M-$10M),French
CNT-00901,Documentary Movie 901,Documentary,Movie,2017,172,High ($10M-$50M),German
CNT-00902,Action Series 902,Action,Series,2013,31,Low (<$1M),English
CNT-00903,News Movie 903,News,Movie,2018,142,High ($10M-$50M),English
CNT-00904,Romance Series 904,Romance,Series,2022,43,High ($10M-$50M),German
CNT-00905,Documentary Series 905,Documentary,Series,2011,28,High ($10M-$50M),English
CNT-00906,Documentary Series 906,Documentary,Series,2017,48,Medium ($1M-$10M),English
CNT-00907,Drama Documentary 907,Drama,Documentary,2017,87,Medium ($1M-$10M),French
CNT-00908,Romance Movie 908,Romance,Movie,2019,153,Low (<$1M),English
CNT-00909,Action Series 909,Action,Series,2014,21,Low (<$1M),Korean
CNT-00910,Romance Documentary 910,Romance,Documentary,2022,93,Low (<$1M),English
CNT-00911,News Movie 911,News,Movie,2012,120,Low (<$1M),Korean
CNT-00912,Thriller Documentary 912,Thriller,Documentary,2013,85,Medium ($1M-$10M),French
CNT-00913,News Movie 913,News,Movie,2010,162,Medium ($1M-$10M),French
CNT-00914,News Movie 914,News,Movie,2012,153,Medium ($1M-$10M),English
CNT-00915,Documentary Series 915,Documentary,Series,2010,38,Low (<$1M),English
CNT-00916,Drama Series 916,Drama,Series,2017,28,Medium ($1M-$10M),Spanish
CNT-00917,Drama Movie 917,Drama,Movie,2011,129,High ($10M-$50M),English
CNT-00918,Drama Series 918,Drama,Series,2010,32,Blockbuster (>$50M),English
CNT-00919,Thriller Documentary 919,Thriller,Documentary,2023,63,Medium ($1M-$10M),Japanese
CNT-00920,Documentary Series 920,Documentary,Series,2025,24,Medium ($1M-$10M),German
CNT-00921,Romance Documentary 921,Romance,Documentary,2013,86,Low (<$1M),English
CNT-00922,News Live 922,News,Live,2017,56,Low (<$1M),English
CNT-00923,Romance Movie 923,Romance,Movie,2016,164,High ($10M-$50M),Spanish
CNT-00924,Romance Documentary 924,Romance,Documentary,2019,50,High ($10M-$50M),English
CNT-00925,Romance Movie 925,Romance,Movie,2011,142,Medium ($1M-$10M),French
CNT-00926,Kids Series 926,Kids,Series,2013,24,Blockbuster (>$50M),Spanish
CNT-00927,Thriller Movie 927,Thriller,Movie,2015,97,High ($10M-$50M),English
CNT-00928,Kids Movie 928,Kids,Movie,2013,166,High ($10M-$50M),French
CNT-00929,News Documentary 929,News,Documentary,2014,57,High ($10M-$50M),Korean
CNT-00930,Drama Documentary 930,Drama,Documentary,2014,83,High ($10M-$50M),English
CNT-00931,Romance Movie 931,Romance,Movie,2015,101,Medium ($1M-$10M),French
CNT-00932,Action Movie 932,Action,Movie,2025,178,Blockbuster (>$50M),English
CNT-00933,Romance Series 933,Romance,Series,2018,43,High ($10M-$50M),English
CNT-00934,Drama Series 934,Drama,Series,2020,50,High ($10M-$50M),English
CNT-00935,Sports Movie 935,Sports,Movie,2019,84,Medium ($1M-$10M),English
CNT-00936,Action Series 936,Action,Series,2010,41,High ($10M-$50M),English
CNT-00937,Drama Series 937,Drama,Series,2017,20,Medium ($1M-$10M),French
CNT-00938,Sports Movie 938,Sports,Movie,2020,96,Blockbuster (>$50M),Spanish
CNT-00939,Documentary Live 939,Documentary,Live,2013,71,Low (<$1M),English
CNT-00940,News Series 940,News,Series,2012,33,Low (<$1M),English
CNT-00941,Comedy Movie 941,Comedy,Movie,2024,87,Low (<$1M),Spanish
CNT-00942,Kids Series 942,Kids,Series,2017,40,Medium ($1M-$10M),English
CNT-00943,Action Movie 943,Action,Movie,2015,92,Low (<$1M),English
CNT-00944,News Series 944,News,Series,2012,53,Low (<$1M),English
CNT-00945,Thriller Documentary 945,Thriller,Documentary,2013,84,Medium ($1M-$10M),German
CNT-00946,Kids Movie 946,Kids,Movie,2011,119,Medium ($1M-$10M),French
CNT-00947,Thriller Movie 947,Thriller,Movie,2024,109,Medium ($1M-$10M),German
CNT-00948,Documentary Movie 948,Documentary,Movie,2011,135,High ($10M-$50M),English
CNT-00949,Drama Live 949,Drama,Live,2017,61,High ($10M-$50M),French
CNT-00950,Sci-Fi Series 950,Sci-Fi,Series,2013,38,High ($10M-$50M),French
CNT-00951,Sports Series 951,Sports,Series,2014,51,Medium ($1M-$10M),Korean
CNT-00952,Action Series 952,Action,Series,2025,37,High ($10M-$50M),Japanese
CNT-00953,Kids Live 953,Kids,Live,2024,76,High ($10M-$50M),English
CNT-00954,News Documentary 954,News,Documentary,2014,58,Blockbuster (>$50M),English
CNT-00955,Sci-Fi Live 955,Sci-Fi,Live,2019,43,Medium ($1M-$10M),French
CNT-00956,News Series 956,News,Series,2023,39,High ($10M-$50M),Japanese
CNT-00957,Documentary Movie 957,Documentary,Movie,2015,180,Low (<$1M),French
CNT-00958,Documentary Series 958,Documentary,Series,2015,39,Low (<$1M),French
CNT-00959,Thriller Movie 959,Thriller,Movie,2016,98,Low (<$1M),English
CNT-00960,Kids Series 960,Kids,Series,2016,24,Low (<$1M),Spanish
CNT-00961,Sci-Fi Movie 961,Sci-Fi,Movie,2022,113,High ($10M-$50M),English
CNT-00962,Romance Movie 962,Romance,Movie,2019,173,Blockbuster (>$50M),English
CNT-00963,News Live 963,News,Live,2014,122,Low (<$1M),English
CNT-00964,Documentary Series 964,Documentary,Series,2020,45,High ($10M-$50M),English
CNT-00965,Romance Documentary 965,Romance,Documentary,2021,42,Low (<$1M),English
CNT-00966,News Live 966,News,Live,2020,45,Low (<$1M),Spanish
CNT-00967,News Series 967,News,Series,2022,43,Blockbuster (>$50M),French
CNT-00968,Thriller Series 968,Thriller,Series,2023,30,High ($10M-$50M),English
CNT-00969,Sci-Fi Documentary 969,Sci-Fi,Documentary,2016,90,Medium ($1M-$10M),Japanese
CNT-00970,Thriller Movie 970,Thriller,Movie,2012,140,Blockbuster (>$50M),English
CNT-00971,Action Series 971,Action,Series,2014,43,High ($10M-$50M),English
CNT-00972,Documentary Movie 972,Documentary,Movie,2021,161,High ($10M-$50M),English
CNT-00973,Action Movie 973,Action,Movie,2013,158,Medium ($1M-$10M),Spanish
CNT-00974,Comedy Series 974,Comedy,Series,2025,49,Medium ($1M-$10M),English
CNT-00975,Drama Movie 975,Drama,Movie,2015,111,Low (<$1M),German
CNT-00976,Romance Series 976,Romance,Series,2012,46,Medium ($1M-$10M),German
CNT-00977,Comedy Movie 977,Comedy,Movie,2018,96,Low (<$1M),Japanese
CNT-00978,Sports Movie 978,Sports,Movie,2021,150,Medium ($1M-$10M),English
CNT-00979,Kids Series 979,Kids,Series,2025,25,Medium ($1M-$10M),Japanese
CNT-00980,Drama Documentary 980,Drama,Documentary,2020,47,Blockbuster (>$50M),Japanese
CNT-00981,Comedy Series 981,Comedy,Series,2010,41,High ($10M-$50M),English
CNT-00982,Kids Movie 982,Kids,Movie,2023,131,Low (<$1M),Spanish
CNT-00983,Action Live 983,Action,Live,2012,45,High ($10M-$50M),Spanish
CNT-00984,Sports Live 984,Sports,Live,2015,78,Medium ($1M-$10M),English
CNT-00985,Action Live 985,Action,Live,2024,99,Blockbuster (>$50M),English
CNT-00986,Comedy Series 986,Comedy,Series,2013,35,Low (<$1M),German
CNT-00987,Action Series 987,Action,Series,2014,23,High ($10M-$50M),Japanese
CNT-00988,Action Series 988,Action,Series,2011,44,Medium ($1M-$10M),English
CNT-00989,Sci-Fi Series 989,Sci-Fi,Series,2010,27,Low (<$1M),English
CNT-00990,Comedy Documentary 990,Comedy,Documentary,2010,82,Low (<$1M),English
CNT-00991,Action Documentary 991,Action,Documentary,2022,89,Low (<$1M),English
CNT-00992,Sports Movie 992,Sports,Movie,2020,172,Low (<$1M),English
CNT-00993,Drama Documentary 993,Drama,Documentary,2014,54,Low (<$1M),English
CNT-00994,Drama Series 994,Drama,Series,2011,42,Medium ($1M-$10M),Korean
CNT-00995,Action Series 995,Action,Series,2023,26,Medium ($1M-$10M),English
CNT-00996,Sci-Fi Series 996,Sci-Fi,Series,2015,46,Low (<$1M),Spanish
CNT-00997,Kids Movie 997,Kids,Movie,2019,99,Medium ($1M-$10M),English
CNT-00998,News Series 998,News,Series,2014,21,Blockbuster (>$50M),English
CNT-00999,Sci-Fi Live 999,Sci-Fi,Live,2023,71,Medium ($1M-$10M),Korean
CNT-01000,News Movie 1000,News,Movie,2019,102,Medium ($1M-$10M),English
